Stock Price,Maturity,Dividends,Volatility,Risk-free,Strike Price,Call Price
118.0452023,1,0,0.055519456,0.02773586,100,20.78104284
85.35615899,1,0,0.70065461,0.024764894,100,19.38604711
109.6105471,1,0,0.864584969,0.020766823,100,40.81892522
142.014879,1,0,0.176139132,0.02378256,100,44.48938533
139.5266008,1,0,0.19756934,0.0292068,100,42.70536368
146.3628243,1,0,0.432144218,0.023500672,100,53.47281291
66.30054731,1,0,0.380638638,0.025961775,100,2.46509033
56.94721425,1,0,0.475247066,0.021108909,100,2.205552777
132.9954161,1,0,0.40506241,0.020435843,100,40.96624256
149.7829329,1,0,0.069295765,0.024262794,100,52.18001475
85.1988211,1,0,0.751210466,0.028155358,100,21.08495981
80.77623992,1,0,0.121239461,0.025596577,100,0.280829359
109.2312009,1,0,0.508473223,0.02113811,100,26.91525989
126.1505852,1,0,0.117767771,0.025646804,100,28.74815714
98.17281408,1,0,0.219630749,0.0259944,100,8.926760134
64.29020881,1,0,0.798640722,0.027801085,100,11.6517132
144.7136195,1,0,0.998250389,0.027859571,100,73.25731737
70.8708493,1,0,0.955314581,0.026210515,100,19.17314719
136.5504084,1,0,0.46349165,0.022494982,100,46.05048828
70.75622069,1,0,0.596175145,0.023894064,100,8.990995151
92.90887265,1,0,0.841980872,0.022783107,100,28.73361558
105.4686922,1,0,0.11709926,0.023302387,100,9.605816884
109.8576847,1,0,0.395629086,0.022177369,100,22.99459169
73.6878646,1,0,0.155888341,0.028168656,100,0.198605221
149.4806014,1,0,0.969355727,0.026155616,100,75.96449299
143.8042287,1,0,0.069176781,0.02051229,100,45.83456317
118.3484465,1,0,0.262725569,0.025900153,100,24.65296065
51.29553452,1,0,0.245940825,0.024247532,100,0.024072894
93.30460305,1,0,0.751488192,0.025043762,100,25.88170817
70.419155,1,0,0.795571945,0.022288441,100,14.36786632
141.7342562,1,0,0.857299512,0.021735536,100,65.08067181
69.50941524,1,0,0.818484861,0.027124457,100,14.65343254
69.55311665,1,0,0.361345518,0.023088255,100,2.746086443
78.26741956,1,0,0.943028819,0.023781026,100,23.02084564
52.00450375,1,0,0.63825879,0.027990417,100,3.799852392
122.6559587,1,0,0.523283917,0.024513113,100,37.34484754
69.54891961,1,0,0.236515255,0.028692263,100,0.687737934
142.5700314,1,0,0.428694444,0.02669288,100,50.30232879
101.0937674,1,0,0.223680624,0.022170483,100,10.59535568
87.25631032,1,0,0.056001786,0.026755512,100,0.049197018
104.2585021,1,0,0.574826508,0.025692148,100,26.36496355
57.54608443,1,0,0.082417982,0.023131113,100,6.10279E-11
57.5175208,1,0,0.375063417,0.020107471,100,0.97346334
122.0819867,1,0,0.034443413,0.027608934,100,24.80511571
86.63411552,1,0,0.359975436,0.027089132,100,8.464191374
146.163655,1,0,0.267419528,0.028971423,100,49.89008983
106.0218988,1,0,0.165829328,0.02368129,100,11.717803
95.68947243,1,0,0.333861342,0.025373369,100,11.92304273
122.564392,1,0,0.609999213,0.026408023,100,40.72304228
77.19661516,1,0,0.22728671,0.023162637,100,1.526220592
100.9431834,1,0,0.155757848,0.020277845,100,7.761223383
98.03025809,1,0,0.949304698,0.023363496,100,35.88566067
148.0855328,1,0,0.549587154,0.025580138,100,58.92567813
132.0970245,1,0,0.090962522,0.021723586,100,34.24727699
71.09744596,1,0,0.646978681,0.02739855,100,10.61301204
84.90433593,1,0,0.537005008,0.028759801,100,13.72980265
141.1645609,1,0,0.031549588,0.025340552,100,43.66677835
110.8573065,1,0,0.161842067,0.021429491,100,15.11191547
146.1482193,1,0,0.446113302,0.028066578,100,54.04689405
67.05435761,1,0,0.015502678,0.029691249,100,1.8365E-127
125.9110017,1,0,0.973745362,0.027242426,100,57.33422612
55.63678021,1,0,0.533585621,0.021605033,100,2.865134248
50.13990932,1,0,0.59386519,0.023772168,100,2.649176066
109.5860442,1,0,0.059324185,0.020842191,100,11.71760852
138.1976061,1,0,0.164620852,0.022023436,100,40.49969234
102.9982906,1,0,0.226764267,0.020227425,100,11.78919116
98.08959144,1,0,0.312635861,0.029797232,100,12.64023731
113.1464688,1,0,0.064130962,0.024075647,100,15.54985336
60.19534285,1,0,0.705521483,0.02295818,100,7.634209984
61.41684675,1,0,0.649314651,0.022825666,100,6.793617983
71.55408217,1,0,0.813328247,0.020624856,100,15.40502401
51.79996335,1,0,0.524843399,0.028368865,100,2.04471784
141.0663464,1,0,0.30403496,0.028818927,100,45.78337693
84.01258872,1,0,0.380823662,0.026631955,100,8.017207312
85.5741222,1,0,0.021614548,0.025429476,100,2.53678E-10
130.5662584,1,0,0.846063626,0.023966139,100,55.90085697
75.25094155,1,0,0.92786381,0.024535847,100,20.82411199
91.52657714,1,0,0.335005975,0.020667611,100,9.644243505
64.53576378,1,0,0.848851898,0.025543328,100,13.01093254
143.8534296,1,0,0.840142258,0.023268583,100,66.20021691
56.92176579,1,0,0.089867866,0.026764838,100,1.24333E-09
119.6197723,1,0,0.351332666,0.026955007,100,28.7603159
69.74332595,1,0,0.273613216,0.023443607,100,1.180220751
107.4072181,1,0,0.000148412,0.028053216,100,10.17355596
83.29534257,1,0,0.634154545,0.028479517,100,16.14351233
118.1635636,1,0,0.382933984,0.027354747,100,28.81685218
80.85031534,1,0,0.986231036,0.025476132,100,25.94964907
62.35220123,1,0,0.839402187,0.026196875,100,11.76728435
104.2345324,1,0,0.022002418,0.02832555,100,7.027801073
51.82250592,1,0,0.824225537,0.027866028,100,7.135326408
73.59688934,1,0,0.163795574,0.028106508,100,0.252721233
77.22125939,1,0,0.132085056,0.026168917,100,0.180937788
80.70715253,1,0,0.626879401,0.028703651,100,14.57055201
149.2371169,1,0,0.76257991,0.026291304,100,67.76731504
145.6489729,1,0,0.897978516,0.028894,100,70.18648417
60.75795997,1,0,0.383375867,0.028779372,100,1.551368168
115.4995191,1,0,0.248343725,0.020102771,100,21.50228056
100.893796,1,0,0.961296967,0.028236394,100,38.43859079
60.09941279,1,0,0.156240437,0.024478375,100,0.003163644
85.7030552,1,0,0.13345362,0.026137118,100,1.093769055
108.6156082,1,0,0.559879439,0.020409776,100,28.46699077
55.17427169,1,0,0.800314129,0.023944169,100,7.843936685
124.4156727,1,0,0.589188174,0.02379321,100,41.17960787
96.26750439,1,0,0.14092204,0.023554982,100,4.773547039
139.7137193,1,0,0.65128955,0.022521926,100,55.51793667
70.53667025,1,0,0.763260289,0.027349937,100,13.62084435
113.7271235,1,0,0.1447637,0.028461847,100,17.60671438
61.86782653,1,0,0.360870368,0.021657288,100,1.345361086
120.4732818,1,0,0.770221806,0.02897529,100,45.48882437
50.6124983,1,0,0.506354155,0.026141438,100,1.606331986
125.1840253,1,0,0.231176053,0.029627442,100,29.84521093
65.63556888,1,0,0.688503186,0.021001593,100,9.3029681
114.3752574,1,0,0.699340473,0.024863079,100,38.10170195
65.76010663,1,0,0.67951362,0.027163512,100,9.231875381
126.447616,1,0,0.408355819,0.026738553,100,36.16062557
66.8108871,1,0,0.345212609,0.025447648,100,1.913678398
107.0645604,1,0,0.197324765,0.026729392,100,13.79382906
50.17490475,1,0,0.052845086,0.029012193,100,1.06711E-36
54.7564772,1,0,0.865044892,0.027601578,100,9.095379092
55.13199656,1,0,0.013606131,0.027091974,100,0
54.11894431,1,0,0.374371491,0.028460918,100,0.677828746
101.7185358,1,0,0.152967844,0.029620859,100,8.657750224
107.731874,1,0,0.064749803,0.026367539,100,10.50441601
143.747198,1,0,0.901888828,0.022624924,100,68.48944095
141.1060027,1,0,0.387886546,0.029848079,100,48.04257149
127.8971824,1,0,0.462740304,0.026278954,100,39.24019611
125.0940355,1,0,0.466693504,0.024491383,100,37.07304629
128.1449508,1,0,0.118392552,0.027292982,100,30.88222946
58.3194468,1,0,0.425915276,0.026604982,100,1.760327078
95.6466853,1,0,0.700552567,0.028198005,100,25.63043163
88.72715834,1,0,0.522769625,0.027916585,100,15.20169613
66.12733484,1,0,0.979734243,0.029025598,100,17.28943573
109.3099164,1,0,0.050856888,0.020980423,100,11.41465699
138.1242053,1,0,0.219200082,0.022082278,100,40.93461503
89.19633702,1,0,0.911721696,0.022639517,100,28.73090161
64.03211795,1,0,0.726342277,0.020995465,100,9.599793275
95.49144651,1,0,0.132176613,0.02552457,100,4.151451586
99.53626878,1,0,0.378446099,0.020746118,100,15.62732347
112.56529,1,0,0.80471732,0.028537994,100,40.98627024
126.0889293,1,0,0.952436157,0.021907196,100,56.44556895
107.9195879,1,0,0.502395997,0.02239481,100,25.84989599
111.7066307,1,0,0.919092411,0.021740027,100,44.39422836
138.237614,1,0,0.060565062,0.02244545,100,40.45715649
84.37351384,1,0,0.743920995,0.020253995,100,20.14792942
122.1340223,1,0,0.485117058,0.023255835,100,35.41995443
96.63360458,1,0,0.070957419,0.026288976,100,2.377195577
114.9936219,1,0,0.835553842,0.025193681,100,43.78325563
117.8858068,1,0,0.401899433,0.024740421,100,29.15714762
148.2196919,1,0,0.584071906,0.025312956,100,60.23071905
115.1312519,1,0,0.064876883,0.028277776,100,17.92922106
88.62637757,1,0,0.829755448,0.021488361,100,25.58331284
68.6009736,1,0,0.421633185,0.025854554,100,3.860289026
146.6573518,1,0,0.74095025,0.021624244,100,64.5537225
113.0842994,1,0,0.268104019,0.020674448,100,20.38223319
75.66265762,1,0,0.263591882,0.020129269,100,1.947456894
76.19729597,1,0,0.145021382,0.024697502,100,0.225883681
54.39551043,1,0,0.159869667,0.028812354,100,0.000403604
60.56852057,1,0,0.632493446,0.025545566,100,6.168410681
145.7004275,1,0,0.286648586,0.027383262,100,49.62072476
136.7274981,1,0,0.087595662,0.021328447,100,38.83792041
79.57040421,1,0,0.484976559,0.028495737,100,9.510334224
79.21061538,1,0,0.907790356,0.029796426,100,22.64545433
121.7499659,1,0,0.818011587,0.020288669,100,47.90818059
148.9647873,1,0,0.193553902,0.026002667,100,51.64721345
108.375048,1,0,0.490356535,0.025776761,100,25.84857204
62.67463946,1,0,0.35895183,0.028066166,100,1.4817785
106.175439,1,0,0.033428492,0.029776927,100,9.113033538
138.1835469,1,0,0.059255821,0.022282767,100,40.38718091
78.34341797,1,0,0.320096788,0.026170293,100,4.098046317
65.08761943,1,0,0.248270542,0.024222891,100,0.42375568
91.76280558,1,0,0.351105493,0.026724293,100,10.56283906
103.5088616,1,0,0.026578467,0.025537913,100,6.041352714
68.1058672,1,0,0.89567721,0.029797888,100,16.10814157
89.31006742,1,0,0.254601714,0.025903714,100,5.937843142
61.9640586,1,0,0.726410888,0.027653299,100,8.871719004
57.58459272,1,0,0.106392536,0.026909177,100,6.02668E-07
117.9275625,1,0,0.911244539,0.022518914,100,48.71130698
122.7970715,1,0,0.281877401,0.027433443,100,29.01993719
133.2918634,1,0,0.91700401,0.0270431,100,60.92023136
148.715419,1,0,0.778174882,0.025281562,100,67.87905632
95.861322,1,0,0.010188602,0.026544802,100,0.026126259
62.43158776,1,0,0.813564983,0.024199115,100,11.13190742
124.8181542,1,0,0.317768998,0.027521632,100,31.82828907
69.46127727,1,0,0.802516582,0.023568696,100,14.11586012
86.92264578,1,0,0.267034935,0.022604023,100,5.315585016
117.7362272,1,0,0.140019397,0.026833492,100,20.98573606
71.20003081,1,0,0.168664564,0.028637348,100,0.178596331
136.666019,1,0,0.654131009,0.022972486,100,53.20108677
118.8453759,1,0,0.693229958,0.021637857,100,40.96619654
51.03316774,1,0,0.591273589,0.028459828,100,2.83496991
62.7075591,1,0,0.283518208,0.021624067,100,0.550043931
124.4585762,1,0,0.170614681,0.021737469,100,27.28268801
138.7481603,1,0,0.07366074,0.022963553,100,41.0183516
63.95976541,1,0,0.010206668,0.023628055,100,0
131.8409623,1,0,0.338801561,0.026828598,100,38.34394333
135.2196273,1,0,0.708385316,0.026163609,100,54.31230419
91.74687375,1,0,0.658876092,0.022516599,100,21.56128554
140.7057551,1,0,0.959590978,0.024315327,100,68.35536052
110.1661625,1,0,0.347249253,0.02253983,100,21.35720315
149.480556,1,0,0.92578592,0.028588348,100,74.3901149
140.4502345,1,0,0.316542748,0.025129724,100,45.20206046
129.1572823,1,0,0.85057344,0.022089655,100,54.89718806
73.06870378,1,0,0.058417939,0.024455201,100,3.39719E-07
133.7852532,1,0,0.474047138,0.025567505,100,44.34654783
62.13395166,1,0,0.211842362,0.022132167,100,0.094653574
57.67736374,1,0,0.841223356,0.021594036,100,9.697246022
58.52875181,1,0,0.9364584,0.028330377,100,12.36043547
101.8287259,1,0,0.463332639,0.02487556,100,20.48271242
86.23242827,1,0,0.271904601,0.022745917,100,5.219927579
59.99590261,1,0,0.793104722,0.022420379,100,9.568708373
132.4099923,1,0,0.731182576,0.022299245,100,52.78373444
88.3680304,1,0,0.197022364,0.022670285,100,3.542684598
123.6429918,1,0,0.606896881,0.028116042,100,41.50601818
136.9433283,1,0,0.343175388,0.025650273,100,42.80558432
60.38329508,1,0,0.563515229,0.028289256,100,4.678103308
110.9155255,1,0,0.920215536,0.026555109,100,44.03753512
73.02043099,1,0,0.128218513,0.028639762,100,0.048514111
134.6277377,1,0,0.775134421,0.028094223,100,56.52770244
53.55200957,1,0,0.920650475,0.027228077,100,9.763400561
141.5063139,1,0,0.496757647,0.021049981,100,51.23889742
55.2312288,1,0,0.184268905,0.027081629,100,0.003942155
114.7065266,1,0,0.660787571,0.029223936,100,37.04573884
54.62218895,1,0,0.37512024,0.028070549,100,0.726167102
125.2245515,1,0,0.889751075,0.020770347,100,53.33028559
58.20328329,1,0,0.008534523,0.021130102,100,0
142.7669234,1,0,0.891580647,0.025440657,100,67.42970308
118.1994403,1,0,0.570576001,0.028147121,100,36.03801128
78.25562051,1,0,0.415266827,0.02143818,100,6.687549511
77.67824462,1,0,0.242353714,0.025287866,100,1.966056902
86.57079432,1,0,0.892303107,0.027774269,100,26.57257209
104.6100875,1,0,0.366305383,0.024762047,100,18.48040819
113.2423041,1,0,0.15503074,0.025776389,100,17.22476477
57.9154681,1,0,0.553649385,0.023109803,100,3.759949275
51.90623279,1,0,0.470147696,0.024216904,100,1.362279212
135.2896787,1,0,0.313146967,0.026006905,100,40.56555459
63.20742364,1,0,0.698733229,0.027802057,100,8.699415941
112.2978503,1,0,0.182457619,0.029997053,100,17.53668181
97.7974986,1,0,0.528588527,0.028570999,100,20.63006137
103.7984022,1,0,0.746474609,0.022883328,100,32.44753518
106.302378,1,0,0.979172003,0.028427662,100,42.91426118
58.22122162,1,0,0.807938182,0.021025031,100,9.162391892
74.34158355,1,0,0.780275123,0.029622984,100,16.07097121
149.3914729,1,0,0.559001133,0.021421816,100,60.08402458
79.38172296,1,0,0.610256727,0.022417383,100,13.21965674
143.1223744,1,0,0.229225976,0.023461783,100,45.97627253
122.3248317,1,0,0.157094871,0.028916235,100,25.7149724
141.0207127,1,0,0.921130633,0.028288056,100,67.3007483
90.34851414,1,0,0.758832611,0.026793545,100,24.36883389
142.9085296,1,0,0.811076985,0.028853334,100,64.59018116
114.8828798,1,0,0.015525061,0.026773415,100,17.52469816
113.9246106,1,0,0.75754345,0.025283502,100,40.03525769
99.54251038,1,0,0.297770748,0.024019333,100,12.65064107
96.34270865,1,0,0.556733741,0.029339465,100,20.82807721
144.0040976,1,0,0.435352997,0.025282218,100,51.64722365
64.99317145,1,0,0.188200798,0.023071215,100,0.0802073
109.4405492,1,0,0.520335122,0.020700578,100,27.50019851
98.81071792,1,0,0.701870032,0.028037734,100,27.68840108
110.1074886,1,0,0.057995846,0.021324523,100,12.26477129
67.26681999,1,0,0.389108553,0.022816082,100,2.799816439
85.90878586,1,0,0.281762371,0.029299905,100,5.598128768
132.8110143,1,0,0.211820552,0.027309296,100,36.25983254
66.9325592,1,0,0.38323254,0.027556593,100,2.666817613
105.1528215,1,0,0.516632751,0.025382815,100,24.69892562
84.88486549,1,0,0.53514893,0.024619175,100,13.53607403
112.1470957,1,0,0.988655897,0.021275627,100,47.26642443
76.95720319,1,0,0.336919195,0.028452066,100,4.17974294
113.0186889,1,0,0.850822527,0.022188913,100,42.80566791
82.38392559,1,0,0.859251734,0.024160815,100,22.85758976
72.85920711,1,0,0.922795437,0.020826301,100,19.24531954
138.830215,1,0,0.181272832,0.022701445,100,41.28709011
86.07085559,1,0,0.026736685,0.029633288,100,1.68076E-06
90.28789652,1,0,0.134229799,0.024761773,100,2.204009745
57.61980069,1,0,0.802407036,0.024867049,100,8.85136607
117.9749873,1,0,0.082155948,0.027607813,100,20.72595239
66.48275159,1,0,0.358441837,0.022883893,100,2.060830734
84.50327032,1,0,0.737699149,0.022288467,100,20.07168049
101.5634084,1,0,0.221534228,0.029229381,100,11.1611597
118.0183255,1,0,0.537590063,0.02380287,100,34.40260014
89.43381777,1,0,0.089307924,0.023380522,100,0.710255201
50.70856669,1,0,0.890437816,0.023482431,100,7.953534185
136.2840453,1,0,0.005674722,0.023573244,100,38.61380177
76.65514577,1,0,0.608724982,0.025950087,100,11.96364169
91.59658574,1,0,0.843942299,0.024286648,100,28.00975405
65.67629035,1,0,0.327304744,0.020438163,100,1.394791802
143.6061744,1,0,0.693563166,0.027170089,100,60.55669154
68.37352536,1,0,0.112643505,0.023615003,100,0.001934496
144.6807604,1,0,0.731705338,0.021403865,100,62.56870659
66.04433864,1,0,0.742984963,0.029661461,100,11.03499232
69.39078537,1,0,0.520689802,0.028714299,100,6.556745745
133.1581012,1,0,0.530198999,0.021939229,100,45.65103133
59.93489228,1,0,0.682125575,0.025571765,100,7.050798604
135.4175758,1,0,0.724051521,0.020539681,100,54.78086449
74.57786458,1,0,0.026351424,0.020757316,100,4.78232E-26
53.78326455,1,0,0.962774202,0.027093891,100,10.75257156
102.3893597,1,0,0.257288398,0.020702855,100,12.62353477
70.91798767,1,0,0.658839323,0.026624282,100,10.85058043
80.47144626,1,0,0.595998768,0.020127506,100,13.2364077
135.03268,1,0,0.945564365,0.029448877,100,63.50355115
85.39527776,1,0,0.28722293,0.021856289,100,5.382212734
75.97266404,1,0,0.486789875,0.024130672,100,7.978018844
133.2315014,1,0,0.959581996,0.020784605,100,62.24327521
58.04330233,1,0,0.502554112,0.022041562,100,2.871194572
126.4947541,1,0,0.722170231,0.021018022,100,47.79701589
109.3328577,1,0,0.405062759,0.028413533,100,23.32481264
66.67378833,1,0,0.75555804,0.023795581,100,11.53793671
64.31432933,1,0,0.81181819,0.029923266,100,12.03583951
68.69395936,1,0,0.374655604,0.020558258,100,2.796849818
140.523404,1,0,0.281081144,0.021794837,100,44.20850653
94.24620951,1,0,0.116406247,0.02090943,100,2.857047186
93.78305377,1,0,0.966295096,0.026949218,100,33.69971312
125.8754068,1,0,0.425879315,0.023990796,100,36.15545419
93.49055006,1,0,0.715714095,0.023074802,100,24.66096218
119.9454718,1,0,0.006130667,0.027557323,100,22.66358013
60.19208873,1,0,0.356730221,0.023712228,100,1.09061037
141.6717779,1,0,0.164315398,0.024422849,100,44.16179402
121.7688937,1,0,0.434719104,0.023417465,100,33.2491118
61.35079705,1,0,0.010956825,0.021917495,100,0
143.015173,1,0,0.167847836,0.023549609,100,45.42124273
78.86974266,1,0,0.235998367,0.026598144,100,2.094491578
55.23800317,1,0,0.550562904,0.021637553,100,3.055859595
84.02729331,1,0,0.05523246,0.024014771,100,0.00502995
57.98602403,1,0,0.878018444,0.025370819,100,10.71975076
74.03678078,1,0,0.231454223,0.02412994,100,1.111336255
80.15205855,1,0,0.611346917,0.028063422,100,13.77709667
133.623973,1,0,0.457400006,0.028870218,100,43.84653768
58.50279723,1,0,0.152640865,0.023296705,100,0.001166657
76.07184384,1,0,0.531277981,0.0231473,100,9.307813383
117.8977542,1,0,0.588532749,0.02876179,100,36.54304146
100.5667671,1,0,0.058859359,0.020126222,100,3.830681641
120.8980022,1,0,0.19726572,0.02751485,100,25.07094627
55.12882679,1,0,0.56470585,0.026886187,100,3.316469154
96.48171695,1,0,0.597204498,0.020456067,100,22.08560403
56.75184058,1,0,0.709192235,0.024690866,100,6.514747572
100.1187367,1,0,0.423820802,0.029042003,100,18.08411718
121.118121,1,0,0.393035846,0.029676147,100,31.59575162
61.54011898,1,0,0.712041008,0.025702464,100,8.333978217
140.3214984,1,0,0.817272182,0.028541679,100,62.72445165
148.7056209,1,0,0.133905367,0.02009481,100,50.69915458
136.1088326,1,0,0.42443773,0.024254705,100,44.47958143
70.71395069,1,0,0.022551651,0.020803676,100,1.77428E-48
105.289,1,0,0.843970103,0.025953854,100,37.19915589
122.6336299,1,0,0.542589179,0.028823604,100,38.30510182
91.16310113,1,0,0.816649044,0.023913087,100,26.78424421
134.3994148,1,0,0.209856543,0.0266408,100,37.67391144
89.04217457,1,0,0.507466877,0.020536539,100,14.58978513
56.40095095,1,0,0.619490128,0.022005644,100,4.58006032
139.2424037,1,0,0.2296632,0.024051738,100,42.32125387
139.3827398,1,0,0.403107246,0.026549354,100,46.75072137
140.1310343,1,0,0.036994809,0.022777869,100,42.38307546
144.6794037,1,0,0.849579068,0.020209962,100,67.08421795
61.00096277,1,0,0.999672294,0.023066257,100,14.99873997
123.628985,1,0,0.252814554,0.02312194,100,28.53985619
148.5202732,1,0,0.712113663,0.027178408,100,65.30613232
105.3355835,1,0,0.604359226,0.028514757,100,28.3280814
140.7233752,1,0,0.447915724,0.028988819,100,49.48842503
97.20561455,1,0,0.285966224,0.028018623,100,11.03802335
66.10623991,1,0,0.763839357,0.026060326,100,11.5417969
138.249034,1,0,0.970839083,0.022865015,100,66.75405125
149.2786634,1,0,0.278015814,0.025987007,100,52.74530095
93.59298218,1,0,0.565535224,0.026909439,100,19.42966471
78.51918901,1,0,0.741090756,0.0225982,100,16.90368692
69.48944314,1,0,0.848271219,0.024234615,100,15.41130194
99.87580823,1,0,0.603838414,0.024175534,100,24.57908724
121.8551049,1,0,0.058404881,0.027737881,100,24.59086073
52.94182958,1,0,0.994760836,0.024659939,100,11.0176255
138.3658999,1,0,0.317486266,0.028025772,100,43.58123805
128.5501813,1,0,0.78637637,0.02195938,100,51.92395316
92.42445762,1,0,0.622429231,0.021377447,100,20.61762555
110.7361617,1,0,0.480910875,0.020990311,100,26.86293266
123.4028258,1,0,0.097824545,0.027193907,100,26.11237628
84.55536374,1,0,0.722178625,0.029797704,100,19.79603973
71.24143687,1,0,0.392700292,0.023947367,100,3.875180947
58.4846028,1,0,0.444990635,0.020599943,100,2.019998477
109.0676747,1,0,0.62382857,0.028349504,100,31.60364162
80.88022324,1,0,0.178266305,0.021960476,100,1.157627047
113.5241049,1,0,0.284033714,0.024760047,100,21.54734449
149.6721358,1,0,0.052102242,0.029161503,100,52.54617674
74.18583622,1,0,0.882975038,0.022440626,100,18.85726265
86.84659435,1,0,0.048459659,0.020869721,100,0.009539238
110.9370087,1,0,0.869815395,0.020751933,100,41.96335779
54.85982984,1,0,0.371439666,0.029646363,100,0.721378487
113.9459101,1,0,0.22218966,0.025806787,100,19.80626076
143.2823229,1,0,0.467571252,0.023139284,100,51.90054161
81.15566215,1,0,0.64583787,0.025485155,100,15.32665149
116.8567148,1,0,0.892970317,0.028610275,100,47.46391161
91.78310179,1,0,0.229515217,0.028201225,100,6.184449804
95.49191954,1,0,0.546389121,0.029416237,100,19.93710655
67.74189654,1,0,0.694828152,0.025923399,100,10.43771117
89.40891538,1,0,0.664039564,0.02839281,100,20.55991513
89.75589693,1,0,0.339860206,0.025809109,100,9.146791063
86.8080685,1,0,0.320915357,0.020183799,100,7.005898594
119.6489239,1,0,0.750610944,0.029219903,100,44.12956504
68.70594889,1,0,0.906309237,0.024415603,100,16.607237
92.89021899,1,0,0.481456504,0.024178166,100,15.85357186
103.8739656,1,0,0.952960909,0.02450433,100,40.11374122
69.47939586,1,0,0.750235483,0.022571424,100,12.65783704
127.1494624,1,0,0.648026626,0.022513292,100,45.4816136
55.93145008,1,0,0.558461751,0.025895852,100,3.389356788
130.8407523,1,0,0.923328326,0.022423028,100,59.03824516
139.6162412,1,0,0.459591416,0.021613687,100,48.41979903
94.93513566,1,0,0.270744729,0.02294084,100,9.034223763
124.0481658,1,0,0.022493998,0.02467578,100,26.48554795
69.00947374,1,0,0.67296713,0.028071021,100,10.43725855
75.58709833,1,0,0.213457409,0.022582943,100,1.01421318
141.1028935,1,0,0.547541613,0.023194116,100,52.83873593
124.443902,1,0,0.037202781,0.023233634,100,26.74048319
95.68682236,1,0,0.02138545,0.022889586,100,0.175163483
97.43803936,1,0,0.645124662,0.022874614,100,24.53726435
83.63011128,1,0,0.045297731,0.029038673,100,0.000508904
126.9710172,1,0,0.847350342,0.026274549,100,53.27254483
127.2554799,1,0,0.945429698,0.023073267,100,57.12690521
